date_time,wind_speed,wind_dir,temp,rh,pm_10,pm_2.5
2015/01/08 1h,5.1,59,11,67,46,28
2015/01/08 2h,5,63,11,63,44,31
2015/01/08 3h,5,66,11,55,48,27
2015/01/08 4h,4.4,57,10,57,51,26
2015/01/08 5h,4.4,58,10,60,53,27
2015/01/08 6h,5.6,47,10,59,60,29
2015/01/08 7h,4.4,64,10,57,62,35
2015/01/08 8h,5.3,51,10,59,64,35
2015/01/08 9h,4.6,69,10,54,65,33
2015/01/08 10h,5,51,11,55,65,37
2015/01/08 11h,4.2,61,11,57,64,37
2015/01/08 12h,4.3,53,11,55,61,35
2015/01/08 13h,4.8,54,11,54,62,36
2015/01/08 14h,5.5,45,11,54,62,39
2015/01/08 15h,5.3,48,10,54,59,39
2015/01/08 16h,4.3,57,10,54,71,37
2015/01/08 17h,5.4,50,10,55,86,44
2015/01/08 18h,3.6,60,11,54,84,47
2015/01/08 19h,3.7,54,11,59,87,47
2015/01/08 20h,4.5,53,11,60,94,51
2015/01/08 21h,4.3,54,11,61,98,56
2015/01/08 22h,4.4,55,11,61,101,58
2015/01/08 23h,3.2,54,10,64,108,60
2015/01/09 0h,3.2,63,10,66,114,66
2015/01/09 1h,3.6,62,10,68,128,71
2015/01/09 2h,3.3,76,9.8,71,134,75
2015/01/09 3h,3.2,67,9.3,76,125,76
2015/01/09 4h,3.4,52,9.2,75,125,76
2015/01/09 5h,3,55,9.3,73,127,77
2015/01/09 6h,3.3,46,9.5,73,130,77
2015/01/09 7h,4,48,9.7,74,137,80
2015/01/09 8h,4.4,51,10,73,138,87
2015/01/09 9h,3.9,51,10,71,136,86
2015/01/09 10h,3.8,49,11,66,144,84
2015/01/09 11h,4.3,52,11,66,147,85
2015/01/09 12h,3.9,51,11,65,141,85
2015/01/09 13h,4.1,49,12,61,136,82
2015/01/09 14h,4.9,51,11,62,130,78
2015/01/09 15h,4.6,53,11,60,122,74
2015/01/09 16h,4.4,50,11,57,106,64
2015/01/09 17h,3.4,62,11,56,87,57
2015/01/09 18h,4.8,51,11,57,72,47
2015/01/09 19h,3.4,57,11,60,68,38
2015/01/09 20h,3.7,60,11,62,70,40
2015/01/09 21h,3.7,49,11,61,66,39
2015/01/09 22h,3.9,60,11,61,60,39
2015/01/09 23h,3.3,69,11,57,53,36
2015/01/10 0h,3.2,78,11,63,57,35
2015/01/10 1h,4.4,67,11,64,65,40
2015/01/10 2h,3.5,60,11,62,67,47
2015/01/10 3h,4.6,60,11,61,70,47
2015/01/10 4h,3.4,64,11,60,64,44
2015/01/10 5h,3.4,56,11,57,62,38
2015/01/10 6h,3.5,55,11,58,61,34
2015/01/10 7h,3.9,50,12,62,61,37
2015/01/10 8h,4.5,50,12,61,66,41
2015/01/10 9h,4.4,52,13,58,82,49
2015/01/10 10h,4.3,58,13,55,106,63
2015/01/10 11h,4.7,54,13,54,122,74
2015/01/10 12h,4.6,57,13,52,130,78
2015/01/10 13h,5.4,66,13,47,128,77
2015/01/10 14h,5,58,13,42,123,72
2015/01/10 15h,5,53,13,44,115,65
2015/01/10 16h,3.6,72,13,47,105,66
2015/01/10 17h,3.3,66,13,49,106,66
2015/01/10 18h,3.4,70,13,50,108,63
2015/01/10 19h,2.9,77,13,51,101,64
2015/01/10 20h,3,59,13,52,108,64
2015/01/10 21h,2.8,88,13,57,116,67
2015/01/10 22h,3.2,59,13,58,119,71
2015/01/10 23h,3.4,60,12,59,121,72
2015/01/11 0h,4.2,58,13,57,116,68
2015/01/11 1h,3,64,13,60,109,69
2015/01/11 2h,4.1,55,13,60,115,70
2015/01/11 3h,3.1,85,13,62,123,68
2015/01/11 4h,4.2,62,13,63,121,70
2015/01/11 5h,3.6,70,13,63,119,69
2015/01/11 6h,3.1,79,13,62,116,66
2015/01/11 7h,3.6,71,13,60,112,64
2015/01/11 8h,3.8,57,13,54,106,58
2015/01/11 9h,4.5,48,13,53,98,52
2015/01/11 10h,5.3,56,14,54,95,54
2015/01/11 11h,3.7,65,14,54,95,55
2015/01/11 12h,4.4,61,15,54,90,52
2015/01/11 13h,4.6,54,15,55,92,48
2015/01/11 14h,4,56,15,56,97,41
2015/01/11 15h,3.8,51,15,59,94,40
2015/01/11 16h,4.4,48,14,63,90,42
2015/01/11 17h,4.6,47,14,65,93,41
2015/01/11 18h,3.8,57,14,56,83,37
2015/01/11 19h,4.5,49,14,47,61,29
2015/01/11 20h,5.1,57,14,50,54,26
2015/01/11 21h,4.5,52,14,52,61,27
2015/01/11 22h,4.1,63,14,54,62,24
2015/01/11 23h,4.4,64,14,56,59,27
2015/01/12 0h,4.6,59,13,54,53,27
2015/01/12 1h,5.7,52,13,50,48,23
2015/01/12 2h,5.3,64,13,56,54,25
2015/01/12 3h,5.5,58,13,60,71,36
2015/01/12 4h,5.7,55,13,58,89,47
2015/01/12 5h,5.6,60,13,65,101,52
2015/01/12 6h,6.2,54,12,69,121,68
2015/01/12 7h,6,61,12,68,139,82
2015/01/12 8h,6.4,55,12,72,152,90
2015/01/12 9h,5.6,62,13,71,163,98
2015/01/12 10h,6.2,62,13,68,153,92
2015/01/12 11h,7,59,13,68,141,83
2015/01/12 12h,6.8,58,13,69,137,77
2015/01/12 13h,8,56,13,73,120,64
2015/01/12 14h,7.5,61,12,76,95,48
2015/01/12 15h,7,58,12,78,83,43
2015/01/12 16h,6.7,58,12,79,76,38
2015/01/12 17h,7.3,56,12,79,57,25
2015/01/12 18h,7,54,12,79,48,16
2015/01/12 19h,7.2,59,11,79,46,15
2015/01/12 20h,7.2,63,11,77,43,15
2015/01/12 21h,7.1,63,12,75,35,14
2015/01/12 22h,6.7,61,11,76,33,11
2015/01/12 23h,6.6,65,11,79,32,10
2015/01/13 0h,6.6,62,10,87,34,14
2015/01/13 1h,5.8,74,9.6,89,35,17
2015/01/13 2h,6.5,75,9.6,90,32,17
2015/01/13 3h,6.1,69,9.5,91,26,15
2015/01/13 4h,5.7,90,9.5,92,21,14
2015/01/13 5h,6.5,67,9.6,92,22,12
2015/01/13 6h,6.2,82,9.7,91,20,10
2015/01/13 7h,6.6,86,9.9,91,13,11
2015/01/13 8h,5.6,80,10,91,11,9
2015/01/13 9h,5.5,67,10,92,10,8
2015/01/13 10h,5.8,75,10,92,11,6
2015/01/13 11h,5.4,88,10,92,7,3
2015/01/13 12h,5,85,11,91,5,2
2015/01/13 13h,5,63,11,92,10,4
2015/01/13 14h,5.2,88,11,93,7,3
2015/01/13 15h,5.3,71,11,92,5,1
2015/01/13 16h,5.9,41,11,93,9,2
2015/01/13 17h,5.3,44,12,93,13,2
2015/01/13 18h,4.8,85,12,92,10,4
2015/01/13 19h,5.4,42,12,92,5,5
2015/01/13 20h,2.9,49,12,91,7,3
2015/01/13 21h,1.5,119,12,92,12,6
2015/01/13 22h,3.4,67,12,92,11,7
2015/01/13 23h,3.1,69,12,89,9,4
2015/01/14 0h,3.9,47,13,88,11,3
2015/01/14 1h,0.9,204,13,89,12,3
2015/01/14 2h,1,47,13,90,10,4
2015/01/14 3h,0.7,108,13,87,11,7
2015/01/14 4h,0.9,157,13,85,13,4
2015/01/14 5h,0.8,108,13,83,7,3
2015/01/14 6h,0.7,39,12,84,5,0
2015/01/14 7h,0.7,245,12,79,12,1
2015/01/14 8h,1.4,68,14,73,12,3
2015/01/14 9h,1.2,164,14,68,11,1
2015/01/14 10h,1.9,61,15,65,13,3
2015/01/14 11h,3.9,49,15,64,15,7
2015/01/14 12h,3.9,48,16,60,15,9
2015/01/14 13h,3.6,50,16,58,18,10
2015/01/14 14h,2.1,63,16,60,20,8
2015/01/14 15h,2.9,48,15,64,13,4
2015/01/14 16h,3.6,56,15,70,10,2
2015/01/14 17h,5,48,14,75,16,1
2015/01/14 18h,6.2,45,14,76,22,2
2015/01/14 19h,4.7,53,13,75,21,7
2015/01/14 20h,5.7,56,13,73,20,9
2015/01/14 21h,5,63,13,72,18,8
2015/01/14 22h,4.1,61,12,72,21,7
2015/01/14 23h,4.2,65,12,71,21,7
2015/01/15 0h,4.7,51,12,70,18,8
2015/01/15 1h,4.1,56,12,70,18,9
2015/01/15 2h,4.7,49,12,69,20,10
2015/01/15 3h,4,56,12,69,18,9
2015/01/15 4h,3.9,50,12,69,20,11
2015/01/15 5h,4.2,51,11,71,17,16
2015/01/15 6h,4.4,55,11,72,16,15
2015/01/15 7h,4.2,59,11,70,18,17
2015/01/15 8h,3.9,50,12,68,18,18
2015/01/15 9h,4.2,51,12,68,21,14
2015/01/15 10h,4.7,51,12,65,21,11
2015/01/15 11h,4.6,45,12,69,43,19
2015/01/15 12h,3.7,56,13,68,29,9
2015/01/15 13h,3.8,52,12,65,27,11
2015/01/15 14h,5.2,47,12,62,26,12
2015/01/15 15h,4.6,48,12,63,24,12
2015/01/15 16h,3.4,53,12,64,24,12
2015/01/15 17h,3.3,56,12,64,28,15
2015/01/15 18h,3.1,55,11,65,29,17
2015/01/15 19h,3.1,59,11,67,32,17
2015/01/15 20h,3.3,72,11,68,31,18
2015/01/15 21h,3.3,65,11,69,31,17
2015/01/15 22h,2.9,81,11,69,28,17
2015/01/15 23h,3.1,79,11,69,29,18
2015/01/16 0h,3.4,73,11,71,34,18
2015/01/16 1h,4.2,62,11,75,31,18
2015/01/16 2h,4.3,58,11,74,27,21
2015/01/16 3h,3.3,52,11,74,32,18
2015/01/16 4h,2.9,70,10,76,37,17
2015/01/16 5h,2.8,50,10,77,40,23
2015/01/16 6h,3,51,11,75,46,27
2015/01/16 7h,3.4,52,11,74,43,21
2015/01/16 8h,2.6,46,12,72,35,21
2015/01/16 9h,3.3,37,12,73,38,27
2015/01/16 10h,2.2,50,13,71,40,28
2015/01/16 11h,2,49,13,70,39,25
2015/01/16 12h,2.7,42,13,70,31,22
2015/01/16 13h,1.8,53,14,69,27,25
2015/01/16 14h,2.6,50,13,69,33,27
2015/01/16 15h,2.4,47,13,71,39,23
2015/01/16 16h,2.6,53,13,71,39,18
2015/01/16 17h,2.1,59,12,75,34,17
2015/01/16 18h,3,46,12,78,31,18
2015/01/16 19h,2.3,48,12,79,31,21
2015/01/16 20h,1.9,79,12,81,31,22
2015/01/16 21h,2,86,12,81,27,23
2015/01/16 22h,2.9,55,12,80,32,24
2015/01/16 23h,3.3,65,12,77,39,27
2015/01/17 0h,4.6,55,12,81,43,29
2015/01/17 1h,4.5,49,12,84,45,29
2015/01/17 2h,3.6,59,12,84,45,32
2015/01/17 3h,4.9,57,11,84,54,37
2015/01/17 4h,6.4,49,11,84,73,44
2015/01/17 5h,5.1,59,11,79,103,63
2015/01/17 6h,5.5,52,11,78,117,77
2015/01/17 7h,3.9,74,11,77,114,75
2015/01/17 8h,5.1,62,11,75,114,75
2015/01/17 9h,6.5,54,11,71,120,79
2015/01/17 10h,5.7,66,11,65,128,83
2015/01/17 11h,6,64,11,61,132,85
2015/01/17 12h,6.4,55,11,61,136,88
2015/01/17 13h,7.6,50,11,59,149,95
2015/01/17 14h,6.7,50,11,57,169,110
2015/01/17 15h,5.5,58,11,55,174,117
2015/01/17 16h,4.9,74,11,64,185,121
2015/01/17 17h,5.4,57,10,69,204,135
2015/01/17 18h,6.3,50,10,70,199,135
2015/01/17 19h,6.1,50,11,68,172,115
2015/01/17 20h,6.4,54,11,67,150,96
2015/01/17 21h,5.5,60,10,65,141,89
2015/01/17 22h,4.7,67,9.9,64,137,86
2015/01/17 23h,4.7,67,9.8,64,145,91
2015/01/18 0h,4.4,63,9.6,66,158,101
2015/01/18 1h,0.5,74,9.4,68,169,108
2015/01/18 2h,0.5,79,9.2,68,180,114
2015/01/18 3h,0.5,82,9.3,65,176,117
2015/01/18 4h,0.5,73,9.4,66,166,116
2015/01/18 5h,0.5,82,9.3,67,166,115
2015/01/18 6h,0.5,87,9.5,67,159,110
2015/01/18 7h,0.5,74,9.7,68,147,102
2015/01/18 8h,4.6,48,10,68,143,99
2015/01/18 9h,3.7,55,11,65,137,95
2015/01/18 10h,4.2,49,12,62,120,81
2015/01/18 11h,1.7,48,9.9,54,70,81
2015/01/18 13h,2.7,54,13,61,54,90
2015/01/18 14h,2.7,55,13,63,76,48
2015/01/18 15h,2.4,60,13,66,71,42
2015/01/18 16h,2.8,46,12,72,70,37
2015/01/18 17h,1.5,65,12,77,70,45
2015/01/18 18h,2.7,52,12,79,76,47
2015/01/18 19h,2.4,59,12,81,89,50
2015/01/18 20h,2.4,62,12,82,88,53
2015/01/18 21h,1.9,59,12,84,89,57
2015/01/18 22h,2.1,95,11,82,90,56
2015/01/18 23h,2.4,101,12,78,70,42
2015/01/19 0h,2.6,84,12,75,56,30
2015/01/19 1h,2.9,66,12,75,53,29
2015/01/19 2h,3,74,12,78,61,36
2015/01/19 3h,3.5,61,12,74,75,46
2015/01/19 4h,4.4,53,12,71,77,49
2015/01/19 5h,4.4,52,12,73,82,48
2015/01/19 6h,5.7,47,12,77,87,45
2015/01/19 7h,5.7,49,12,77,88,47
2015/01/19 8h,5.3,55,12,77,99,61
2015/01/19 9h,6.4,52,12,63,123,76
2015/01/19 10h,6,53,13,56,134,81
2015/01/19 11h,6.6,51,13,55,126,73
2015/01/19 12h,5.8,52,13,52,120,63
2015/01/19 13h,5.8,53,13,46,112,54
2015/01/19 14h,6.4,58,13,43,110,47
2015/01/19 15h,5.5,69,12,42,101,37
2015/01/19 16h,5.5,58,12,45,97,35
2015/01/19 17h,4.6,59,12,54,104,36
2015/01/19 18h,4.5,58,12,61,112,36
2015/01/19 19h,3.6,50,12,63,115,35
2015/01/19 20h,4.3,55,12,63,110,32
2015/01/19 21h,4.4,54,12,64,108,33
2015/01/19 22h,3.6,78,12,65,112,30
2015/01/19 23h,0.5,66,11,67,115,28
2015/01/20 0h,0.5,86,11,65,112,33
2015/01/20 1h,0.5,76,11,65,109,33
2015/01/20 2h,0.5,71,11,65,104,33
2015/01/20 3h,0.5,70,11,62,98,31
2015/01/20 4h,0.5,67,11,62,98,28
2015/01/20 5h,0.5,72,11,63,97,32
2015/01/20 6h,0.5,74,10,63,98,33
2015/01/20 7h,0.5,72,11,59,97,27
2015/01/20 8h,0.5,64,11,62,89,28
2015/01/20 9h,0.5,54,11,63,88,31
2015/01/20 10h,0.5,51,12,63,92,33
2015/01/20 11h,0.5,52,12,64,92,34
2015/01/20 12h,4.7,45,12,62,89,33
2015/01/20 13h,5.1,44,12,62,88,32
2015/01/20 14h,4.4,54,13,62,89,31
2015/01/20 15h,3,78,13,63,89,31
2015/01/20 16h,3,63,13,66,86,27
2015/01/20 17h,2.9,55,13,68,77,26
2015/01/20 18h,2.1,105,13,72,75,27
2015/01/20 19h,2.5,93,13,74,76,26
2015/01/20 20h,2.6,101,13,79,71,25
2015/01/20 21h,2.6,103,12,78,68,25
2015/01/20 22h,2.7,88,12,78,75,23
2015/01/20 23h,2.9,71,13,77,79,26
2015/01/21 0h,3.2,72,13,74,79,27
2015/01/21 1h,2.9,71,13,74,77,25
2015/01/21 2h,2.9,74,13,75,76,27
2015/01/21 3h,3.2,72,13,76,78,29
2015/01/21 4h,2.8,91,13,78,79,31
2015/01/21 5h,0.5,93,12,80,77,32
2015/01/21 6h,2.9,341,12,86,77,34
2015/01/21 7h,0.6,339,12,85,79,37
2015/01/21 8h,1.5,42,13,84,84,40
2015/01/21 9h,1.3,51,14,77,89,42
2015/01/21 10h,1.6,47,14,75,88,42
2015/01/21 11h,1.8,175,15,70,93,44
2015/01/21 12h,1.8,168,16,65,89,45
2015/01/21 13h,1.5,68,17,57,79,51
2015/01/21 14h,1.8,200,17,63,43,19
2015/01/21 15h,2.2,158,16,71,99,44
2015/01/21 16h,3.1,108,15,76,88,37
2015/01/21 17h,1.8,90,14,81,72,28
2015/01/21 18h,1.9,48,14,82,73,27
2015/01/21 19h,1.7,293,13,86,78,29
2015/01/21 20h,1.7,27,13,84,72,29
2015/01/21 21h,1.7,317,13,83,72,31
2015/01/21 22h,1.5,310,13,84,76,36
2015/01/21 23h,1.3,311,13,82,75,39
2015/01/22 0h,1.9,221,13,72,75,41
2015/01/22 1h,1.8,72,13,72,73,40
2015/01/22 2h,1.2,314,13,75,79,39
2015/01/22 3h,1.6,318,12,80,83,38
2015/01/22 4h,1.3,3.5,12,78,77,37
2015/01/22 5h,2.5,49,13,58,73,37
2015/01/22 6h,3,56,13,51,73,37
2015/01/22 7h,1.5,129,14,45,75,37
2015/01/22 8h,1.8,99,14,47,81,38
2015/01/22 9h,3.7,57,14,59,87,39
2015/01/22 10h,5.4,45,14,67,105,47
2015/01/22 11h,4.3,59,13,61,133,59
2015/01/22 12h,3.6,81,14,61,147,68
2015/01/22 13h,2.7,98,14,62,144,68
2015/01/22 14h,2.7,103,14,63,142,68
2015/01/22 15h,2.5,66,14,60,141,68
2015/01/22 16h,3.1,52,13,61,132,66
2015/01/22 17h,3.9,42,13,64,128,62
2015/01/22 18h,2.9,57,12,65,130,61
2015/01/22 19h,3.1,50,12,62,128,61
2015/01/22 20h,2.3,61,12,64,117,58
2015/01/22 21h,2.1,59,12,66,104,52
2015/01/22 22h,1.6,67,12,64,94,47
2015/01/22 23h,2.4,50,12,68,88,46
2015/01/23 0h,2.4,61,11,72,89,48
2015/01/23 1h,2.8,56,11,76,98,55
2015/01/23 2h,3.4,55,11,76,110,64
2015/01/23 3h,3.7,51,10,77,119,72
2015/01/23 4h,3.3,53,10,78,123,75
2015/01/23 5h,3.4,50,10,79,123,76
2015/01/23 6h,3.1,67,10,79,128,78
2015/01/23 7h,2.9,70,10,79,132,81
2015/01/23 8h,3.8,61,11,77,130,83
2015/01/23 9h,4.4,39,11,75,130,84
2015/01/23 10h,4.3,38,11,73,128,81
2015/01/23 11h,3.8,37,12,71,130,81
2015/01/23 12h,3.1,44,12,70,133,82
2015/01/23 13h,2.6,47,13,69,134,81
2015/01/23 14h,3,50,13,71,133,82
2015/01/23 15h,2.7,56,12,75,133,86
2015/01/23 16h,2.9,44,12,78,136,86
2015/01/23 17h,2.5,48,12,82,139,88
2015/01/23 18h,2.3,41,11,84,137,88
2015/01/23 19h,2.4,86,11,85,122,78
2015/01/23 20h,3.6,87,12,86,112,73
2015/01/23 21h,3.6,72,12,84,111,73
2015/01/23 22h,3.8,84,12,84,108,70
2015/01/23 23h,3.1,151,12,83,101,70
2015/01/24 0h,3.1,91,12,81,100,69
2015/01/24 1h,2.8,87,12,82,101,64
2015/01/24 2h,3.3,89,12,82,104,65
2015/01/24 3h,3.3,50,12,82,109,69
2015/01/24 4h,3.5,77,12,82,111,75
2015/01/24 5h,3.9,77,12,83,110,73
2015/01/24 6h,2.9,80,12,83,109,66
2015/01/24 7h,2.8,64,12,83,109,68
2015/01/24 8h,3,50,13,80,101,67
2015/01/24 9h,3.1,64,13,76,97,61
2015/01/24 10h,3.8,36,14,75,100,62
2015/01/24 11h,4.3,63,15,72,90,61
2015/01/24 12h,3.7,38,15,69,77,56
2015/01/24 13h,3.7,48,16,70,77,55
2015/01/24 14h,3.3,58,16,66,77,49
2015/01/24 15h,2.8,78,16,66,75,44
2015/01/24 16h,2.9,99,16,69,75,41
2015/01/24 17h,2.5,113,16,72,75,41
2015/01/24 18h,2.7,70,15,76,61,33
2015/01/24 19h,2.7,45,15,76,48,23
2015/01/24 20h,2.5,124,15,78,40,23
2015/01/24 21h,4,129,14,81,38,24
2015/01/24 22h,3.4,274,14,82,43,25
2015/01/24 23h,2.2,186,14,83,49,26
2015/01/25 0h,2.3,94,14,83,50,28
2015/01/25 1h,2.5,60,14,82,51,30
2015/01/25 2h,2.7,66,14,82,57,35
2015/01/25 3h,2.9,73,14,85,57,37
2015/01/25 4h,1.7,55,15,83,64,40
2015/01/25 5h,2.8,35,14,89,67,42
2015/01/25 6h,1.8,355,14,89,57,31
2015/01/25 7h,3.6,137,13,91,44,24
2015/01/25 8h,3.5,96,13,92,33,24
2015/01/25 9h,1.5,296,14,89,33,27
2015/01/25 10h,2,32,15,88,40,30
2015/01/25 11h,2.3,311,15,89,39,31
2015/01/25 12h,0.7,124,16,85,34,33
2015/01/25 13h,0.7,176,16,85,34,34
2015/01/25 14h,1.8,193,16,84,40,33
2015/01/25 15h,1.2,188,16,82,45,31
2015/01/25 16h,1.2,183,15,85,44,27
2015/01/25 17h,3.3,192,15,88,43,25
2015/01/25 18h,4.4,189,16,81,45,29
2015/01/25 19h,3.2,196,16,81,39,27
2015/01/25 20h,3,215,17,67,33,20
2015/01/25 21h,1.6,188,17,65,34,20
2015/01/25 22h,1,199,17,68,42,27
2015/01/25 23h,2.5,196,16,74,56,37
2015/01/26 0h,1.8,178,16,81,78,48
2015/01/26 1h,1,175,16,86,99,61
2015/01/26 2h,1.2,171,16,85,94,62
2015/01/26 3h,0.8,303,16,86,76,51
2015/01/26 4h,0.9,272,15,90,79,53
2015/01/26 5h,3.6,53,15,91,99,60
2015/01/26 6h,2.5,56,14,89,79,42
2015/01/26 7h,3.8,46,13,89,65,38
2015/01/26 8h,3.6,59,14,86,100,64
2015/01/26 9h,3.5,48,14,83,131,84
2015/01/26 10h,4.3,50,14,81,136,96
2015/01/26 11h,3.9,45,14,81,150,111
2015/01/26 12h,3.5,45,14,85,177,134
2015/01/26 13h,3.4,49,14,87,194,145
2015/01/26 14h,3.1,48,14,87,191,140
2015/01/26 15h,2.9,56,15,86,182,136
2015/01/26 16h,3.2,49,14,86,203,142
2015/01/26 17h,3.9,48,14,87,238,152
2015/01/26 18h,3.8,46,14,88,275,162
2015/01/26 19h,4.1,48,14,88,277,159
2015/01/26 20h,4.2,50,14,88,242,138
2015/01/26 21h,4.5,49,13,89,205,118
2015/01/26 22h,5.1,54,13,87,169,99
2015/01/26 23h,4.6,53,13,88,149,90
2015/01/27 0h,4.5,69,13,89,141,85
2015/01/27 1h,4.6,54,13,88,119,68
2015/01/27 2h,3.9,52,13,88,94,58
2015/01/27 3h,4,52,12,88,82,54
2015/01/27 4h,4.8,49,12,88,77,49
2015/01/27 5h,4.1,51,12,87,67,46
2015/01/27 6h,3.9,51,13,87,61,40
2015/01/27 7h,4.8,49,12,87,71,40
2015/01/27 8h,5.4,54,12,87,72,45
2015/01/27 9h,6.2,46,12,89,65,43
2015/01/27 10h,5.6,52,12,87,65,41
2015/01/27 11h,6.1,54,12,87,67,43
2015/01/27 12h,5.8,54,12,85,65,43
2015/01/27 13h,6,57,11,82,66,45
2015/01/27 14h,6.2,54,11,82,67,47
2015/01/27 15h,6.1,54,11,83,66,44
2015/01/27 16h,6.4,53,11,86,66,38
2015/01/27 17h,6.9,48,11,86,66,42
2015/01/27 18h,7.8,51,11,84,76,48
2015/01/27 19h,6.7,56,11,84,82,51
2015/01/27 20h,7.4,49,11,86,82,49
2015/01/27 21h,6.7,57,10,88,79,48
2015/01/27 22h,6.6,55,10,87,82,51
2015/01/27 23h,6.7,52,10,88,81,47
2015/01/28 0h,6.5,54,9.7,87,66,35
2015/01/28 1h,6.4,51,9.8,84,53,28
2015/01/28 2h,5.6,56,9.9,81,49,28
2015/01/28 3h,6.7,46,9.9,81,48,30
2015/01/28 4h,6.6,54,9.8,79,44,28
2015/01/28 5h,6.9,50,9.7,79,48,24
2015/01/28 6h,6.5,53,9.6,79,46,21
2015/01/28 7h,6.5,50,9.5,79,44,20
2015/01/28 8h,7.1,51,9.4,81,49,22
2015/01/28 9h,6.7,53,9.2,82,46,25
2015/01/28 10h,6.4,51,8.9,84,39,24
2015/01/28 11h,5.7,62,8.6,85,35,22
2015/01/28 12h,5.5,59,8.6,83,43,19
2015/01/28 13h,6.4,56,8.8,81,32,17
2015/01/28 14h,6.1,57,9,80,28,14
2015/01/28 15h,6.3,47,9.2,81,26,11
2015/01/28 16h,6.5,51,9.2,81,26,11
2015/01/28 17h,6,46,9.5,80,24,16
2015/01/28 18h,6.6,54,9.5,80,31,19
2015/01/28 19h,5.6,64,9.7,80,35,18
2015/01/28 20h,5.3,65,9.7,80,38,17
2015/01/28 21h,5.2,65,9.8,80,46,17
2015/01/28 22h,4.7,63,9.8,80,42,16
2015/01/28 23h,3.9,74,9.5,82,38,16
2015/01/29 0h,3.6,74,9.1,86,44,17
2015/01/29 1h,3.5,61,9.4,84,42,18
2015/01/29 2h,3.1,63,9.8,81,40,17
2015/01/29 3h,4.3,56,9.8,81,43,17
2015/01/29 4h,3.1,88,10,81,40,17
2015/01/29 5h,3.5,81,10,79,35,16
2015/01/29 6h,3.8,84,11,78,33,18
2015/01/29 7h,3.8,64,11,79,34,19
2015/01/29 8h,3.8,62,11,78,29,17
2015/01/29 9h,4.1,48,11,78,23,14
2015/01/29 10h,3.2,64,12,77,29,16
2015/01/29 11h,3,48,12,77,33,17
2015/01/29 12h,3.3,48,12,77,31,17
2015/01/29 13h,3.5,55,13,76,32,17
2015/01/29 14h,3.7,47,12,78,31,16
2015/01/29 15h,3.8,48,12,80,32,17
2015/01/29 16h,3.5,46,12,81,40,17
2015/01/29 17h,4.1,48,12,83,49,17
2015/01/29 18h,2.9,59,12,85,46,14
2015/01/29 19h,3.6,48,12,86,40,13
2015/01/29 20h,3.2,60,12,86,40,16
2015/01/29 21h,3.8,50,12,85,43,17
2015/01/29 22h,3.6,52,12,86,46,18
2015/01/29 23h,3.7,63,12,86,50,19
2015/01/30 0h,4.8,51,12,86,56,20
2015/01/30 1h,5.2,49,11,86,55,18
2015/01/30 2h,4.3,66,11,86,55,19
2015/01/30 3h,4.9,60,11,87,56,21
2015/01/30 4h,5.2,53,11,90,40,19
2015/01/30 5h,4.4,53,11,89,21,14
2015/01/30 6h,4.8,59,11,89,15,9
2015/01/30 7h,5.9,54,10,90,12,8
2015/01/30 8h,5.1,62,10,89,12,7
2015/01/30 9h,4.6,65,9.9,86,18,7
2015/01/30 10h,5.3,62,10,83,21,8
2015/01/30 11h,6.1,56,10,79,21,10
2015/01/30 12h,5.1,59,9.9,78,17,11
2015/01/30 13h,5.9,51,9.6,78,17,9
2015/01/30 14h,5.7,58,9.5,77,22,11
2015/01/30 15h,5.6,52,9.5,78,24,15
2015/01/30 16h,6,52,9.4,78,28,16
2015/01/30 17h,5.7,56,9.3,77,32,19
2015/01/30 18h,5.2,65,9.3,75,33,22
2015/01/30 19h,5.5,60,9.3,76,34,22
2015/01/30 20h,6.7,50,9.2,76,39,25
2015/01/30 21h,6.5,50,9.2,76,40,28
2015/01/30 22h,5.6,63,9,75,39,29
2015/01/30 23h,5.8,50,8.8,75,39,29
2015/01/31 0h,6.1,50,8.7,75,45,30
2015/01/31 1h,6.1,52,8.6,74,51,34
2015/01/31 2h,5.7,56,8.4,75,51,36
2015/01/31 3h,6.1,57,8.2,76,53,36
2015/01/31 4h,6.4,59,8,73,59,37
2015/01/31 5h,6.4,57,8.1,72,68,45
2015/01/31 6h,6.7,50,8,72,86,58
2015/01/31 7h,6.4,51,7.9,73,95,68
2015/01/31 8h,5.7,55,8.1,74,108,79
2015/01/31 9h,5.9,55,8.3,72,120,88
2015/01/31 10h,6.4,52,8.4,70,122,88
2015/01/31 11h,5.5,58,8.3,69,114,85
2015/01/31 12h,5.7,53,8.1,69,105,79
2015/01/31 13h,5,56,8.2,69,103,78
2015/01/31 14h,5.3,56,8.2,69,101,74
2015/01/31 15h,5.3,58,8.2,70,100,68
2015/01/31 16h,5.1,55,8.3,71,103,69
2015/01/31 17h,5,55,8.2,74,99,68
2015/01/31 18h,5.7,56,8.1,75,89,58
2015/01/31 19h,5.5,56,8.4,72,86,53
2015/01/31 20h,5.5,55,8.6,72,78,46
2015/01/31 21h,6,56,8.7,71,65,38
2015/01/31 22h,5.6,66,8.7,68,56,36
2015/01/31 23h,5.9,58,8.6,70,62,37
2015/02/01 0h,5.5,57,8.5,67,70,37
2015/02/01 1h,6.2,56,8.5,68,68,39
2015/02/01 2h,5.6,57,8.4,67,67,40
2015/02/01 3h,5.5,51,8.4,67,66,39
